judge_model,question,correct_answer,model_a,model_b,swapped,first_model,second_model,first_answer,second_answer,first_length_words,second_length_words,raw_verdict,choice,winner_model,confidence,correct_match,parse_method,response_time
llama,A member of which profession would reside in a manse,Clergyman,allam,llama,False,allam,llama,Minister.,A minister.,1,2,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.25
qwen,A member of which profession would reside in a manse,Clergyman,allam,llama,False,allam,llama,Minister.,A minister.,1,2,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.11
allam,A member of which profession would reside in a manse,Clergyman,allam,llama,False,allam,llama,Minister.,A minister.,1,2,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.33
llama,A member of which profession would reside in a manse,Clergyman,allam,qwen,True,qwen,allam,Clergy,Minister.,1,1,"Choice: 1
Confidence: 5",1,qwen,5,True,labeled,0.18
qwen,A member of which profession would reside in a manse,Clergyman,allam,qwen,True,qwen,allam,Clergy,Minister.,1,1,"Choice: 1
Confidence: 5",1,qwen,5,True,labeled,0.42
allam,A member of which profession would reside in a manse,Clergyman,allam,qwen,True,qwen,allam,Clergy,Minister.,1,1,"Choice: 1
Confidence: 4",1,qwen,4,True,labeled,0.36
llama,A member of which profession would reside in a manse,Clergyman,llama,qwen,False,llama,qwen,A minister.,Clergy,2,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.17
qwen,A member of which profession would reside in a manse,Clergyman,llama,qwen,False,llama,qwen,A minister.,Clergy,2,1,"Choice: 2
Confidence: 5",2,qwen,5,True,labeled,0.21
allam,A member of which profession would reside in a manse,Clergyman,llama,qwen,False,llama,qwen,A minister.,Clergy,2,1,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.27
llama,With what country did the United States re-establish diplomatic relations in 2015?,Republic of Cuba,allam,llama,True,llama,allam,Cuba.,Cuba,1,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.15
qwen,With what country did the United States re-establish diplomatic relations in 2015?,Republic of Cuba,allam,llama,True,llama,allam,Cuba.,Cuba,1,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.1
allam,With what country did the United States re-establish diplomatic relations in 2015?,Republic of Cuba,allam,llama,True,llama,allam,Cuba.,Cuba,1,1,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.32
llama,With what country did the United States re-establish diplomatic relations in 2015?,Republic of Cuba,allam,qwen,True,qwen,allam,Cuba,Cuba,1,1,"Choice: 1
Confidence: 5",1,qwen,5,True,labeled,0.14
qwen,With what country did the United States re-establish diplomatic relations in 2015?,Republic of Cuba,allam,qwen,True,qwen,allam,Cuba,Cuba,1,1,"Choice: Neither
Confidence: 5",NEITHER,NEITHER,5,,labeled,0.11
allam,With what country did the United States re-establish diplomatic relations in 2015?,Republic of Cuba,allam,qwen,True,qwen,allam,Cuba,Cuba,1,1,"Choice: 1
Confidence: 4",1,qwen,4,True,labeled,0.36
llama,With what country did the United States re-establish diplomatic relations in 2015?,Republic of Cuba,llama,qwen,True,qwen,llama,Cuba,Cuba.,1,1,"Choice: 1
Confidence: 5",1,qwen,5,True,labeled,0.14
qwen,With what country did the United States re-establish diplomatic relations in 2015?,Republic of Cuba,llama,qwen,True,qwen,llama,Cuba,Cuba.,1,1,"Choice: 1
Confidence: 5",1,qwen,5,True,labeled,0.12
allam,With what country did the United States re-establish diplomatic relations in 2015?,Republic of Cuba,llama,qwen,True,qwen,llama,Cuba,Cuba.,1,1,"Choice: 1
Confidence: 4",1,qwen,4,True,labeled,0.28
llama,'Spring' and 'Rhenish' are the popular names given to symphonies by which composer?,"Schumann, Robert Alexander",allam,llama,True,llama,allam,Beethoven,Joseph Haydn,1,2,"Choice: 2
Confidence: 5",2,allam,5,False,labeled,0.12
qwen,'Spring' and 'Rhenish' are the popular names given to symphonies by which composer?,"Schumann, Robert Alexander",allam,llama,True,llama,allam,Beethoven,Joseph Haydn,1,2,"Choice: 2
Confidence: 5",2,allam,5,False,labeled,0.1
allam,'Spring' and 'Rhenish' are the popular names given to symphonies by which composer?,"Schumann, Robert Alexander",allam,llama,True,llama,allam,Beethoven,Joseph Haydn,1,2,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.32
llama,'Spring' and 'Rhenish' are the popular names given to symphonies by which composer?,"Schumann, Robert Alexander",allam,qwen,True,qwen,allam,Ludwig van Beethoven,Joseph Haydn,3,2,"Choice: 2
Confidence: 5",2,allam,5,False,labeled,0.17
qwen,'Spring' and 'Rhenish' are the popular names given to symphonies by which composer?,"Schumann, Robert Alexander",allam,qwen,True,qwen,allam,Ludwig van Beethoven,Joseph Haydn,3,2,"Choice: 2
Confidence: 5",2,allam,5,False,labeled,0.12
allam,'Spring' and 'Rhenish' are the popular names given to symphonies by which composer?,"Schumann, Robert Alexander",allam,qwen,True,qwen,allam,Ludwig van Beethoven,Joseph Haydn,3,2,"Choice: 1
Confidence: 4",1,qwen,4,False,labeled,0.3
llama,'Spring' and 'Rhenish' are the popular names given to symphonies by which composer?,"Schumann, Robert Alexander",llama,qwen,False,llama,qwen,Beethoven,Ludwig van Beethoven,1,3,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.15
qwen,'Spring' and 'Rhenish' are the popular names given to symphonies by which composer?,"Schumann, Robert Alexander",llama,qwen,False,llama,qwen,Beethoven,Ludwig van Beethoven,1,3,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.11
allam,'Spring' and 'Rhenish' are the popular names given to symphonies by which composer?,"Schumann, Robert Alexander",llama,qwen,False,llama,qwen,Beethoven,Ludwig van Beethoven,1,3,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.27
llama,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",Pakman,allam,llama,False,allam,llama,Pac-Man,Pac-Man.,1,1,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.18
qwen,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",Pakman,allam,llama,False,allam,llama,Pac-Man,Pac-Man.,1,1,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.1
allam,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",Pakman,allam,llama,False,allam,llama,Pac-Man,Pac-Man.,1,1,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.31
llama,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",Pakman,allam,qwen,True,qwen,allam,Pac-Man,Pac-Man,1,1,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.14
qwen,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",Pakman,allam,qwen,True,qwen,allam,Pac-Man,Pac-Man,1,1,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.09
allam,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",Pakman,allam,qwen,True,qwen,allam,Pac-Man,Pac-Man,1,1,"Choice: 1
Confidence: 4",1,qwen,4,False,labeled,0.28
llama,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",Pakman,llama,qwen,True,qwen,llama,Pac-Man,Pac-Man.,1,1,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.13
qwen,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",Pakman,llama,qwen,True,qwen,llama,Pac-Man,Pac-Man.,1,1,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.1
allam,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",Pakman,llama,qwen,True,qwen,llama,Pac-Man,Pac-Man.,1,1,"Choice: 1
Confidence: 4",1,qwen,4,False,labeled,0.38
llama,The most southerly part of mainland Australia is in which state?,CIVI-TV,allam,llama,False,allam,llama,South Australia,South Australia.,2,2,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.14
qwen,The most southerly part of mainland Australia is in which state?,CIVI-TV,allam,llama,False,allam,llama,South Australia,South Australia.,2,2,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.1
allam,The most southerly part of mainland Australia is in which state?,CIVI-TV,allam,llama,False,allam,llama,South Australia,South Australia.,2,2,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.27
llama,The most southerly part of mainland Australia is in which state?,CIVI-TV,allam,qwen,False,allam,qwen,South Australia,Victoria,2,1,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.14
qwen,The most southerly part of mainland Australia is in which state?,CIVI-TV,allam,qwen,False,allam,qwen,South Australia,Victoria,2,1,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.09
allam,The most southerly part of mainland Australia is in which state?,CIVI-TV,allam,qwen,False,allam,qwen,South Australia,Victoria,2,1,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.29
llama,The most southerly part of mainland Australia is in which state?,CIVI-TV,llama,qwen,True,qwen,llama,Victoria,South Australia.,1,2,"Choice: 2
Confidence: 5",2,llama,5,False,labeled,0.16
qwen,The most southerly part of mainland Australia is in which state?,CIVI-TV,llama,qwen,True,qwen,llama,Victoria,South Australia.,1,2,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.11
allam,The most southerly part of mainland Australia is in which state?,CIVI-TV,llama,qwen,True,qwen,llama,Victoria,South Australia.,1,2,"Choice: 2
Confidence: 4",2,llama,4,False,labeled,0.27
llama,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",Racing cars,allam,llama,False,allam,llama,radar,Radar.,1,1,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.14
qwen,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",Racing cars,allam,llama,False,allam,llama,radar,Radar.,1,1,"Choice: 2
Confidence: 5",2,llama,5,False,labeled,0.1
allam,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",Racing cars,allam,llama,False,allam,llama,radar,Radar.,1,1,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.3
llama,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",Racing cars,allam,qwen,False,allam,qwen,radar,Radar,1,1,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.27
qwen,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",Racing cars,allam,qwen,False,allam,qwen,radar,Radar,1,1,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.09
allam,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",Racing cars,allam,qwen,False,allam,qwen,radar,Radar,1,1,"Choice: 2
Confidence: 5",2,qwen,5,False,labeled,0.26
llama,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",Racing cars,llama,qwen,False,llama,qwen,Radar.,Radar,1,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.18
qwen,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",Racing cars,llama,qwen,False,llama,qwen,Radar.,Radar,1,1,"Choice: 1
Confidence: 5",1,llama,5,False,labeled,0.15
allam,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",Racing cars,llama,qwen,False,llama,qwen,Radar.,Radar,1,1,"Choice: 1
Confidence: 4",1,llama,4,False,labeled,0.36
llama,Who memorably failed to win the Marathon in the 1954 Commonwealth Games?,Jim Peters,allam,llama,False,allam,llama,Sir Roger Bannister,Roger Bannister.,3,2,"Choice: 2
Confidence: 5",2,llama,5,False,labeled,0.14
qwen,Who memorably failed to win the Marathon in the 1954 Commonwealth Games?,Jim Peters,allam,llama,False,allam,llama,Sir Roger Bannister,Roger Bannister.,3,2,"Choice: 2
Confidence: 5",2,llama,5,False,labeled,0.1
allam,Who memorably failed to win the Marathon in the 1954 Commonwealth Games?,Jim Peters,allam,llama,False,allam,llama,Sir Roger Bannister,Roger Bannister.,3,2,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.27
llama,Who memorably failed to win the Marathon in the 1954 Commonwealth Games?,Jim Peters,allam,qwen,True,qwen,allam,John Disley,Sir Roger Bannister,2,3,"Choice: 1
Confidence: 4",1,qwen,4,False,labeled,0.24
qwen,Who memorably failed to win the Marathon in the 1954 Commonwealth Games?,Jim Peters,allam,qwen,True,qwen,allam,John Disley,Sir Roger Bannister,2,3,"Choice: 2
Confidence: 5",2,allam,5,False,labeled,0.1
allam,Who memorably failed to win the Marathon in the 1954 Commonwealth Games?,Jim Peters,allam,qwen,True,qwen,allam,John Disley,Sir Roger Bannister,2,3,"Choice: 1
Confidence: 4",1,qwen,4,False,labeled,0.32
llama,Who memorably failed to win the Marathon in the 1954 Commonwealth Games?,Jim Peters,llama,qwen,True,qwen,llama,John Disley,Roger Bannister.,2,2,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.16
qwen,Who memorably failed to win the Marathon in the 1954 Commonwealth Games?,Jim Peters,llama,qwen,True,qwen,llama,John Disley,Roger Bannister.,2,2,"Choice: 2
Confidence: 5",2,llama,5,False,labeled,0.1
allam,Who memorably failed to win the Marathon in the 1954 Commonwealth Games?,Jim Peters,llama,qwen,True,qwen,llama,John Disley,Roger Bannister.,2,2,"Choice: 1
Confidence: 3",1,qwen,3,False,labeled,0.27
llama,Breugel; Van Dyck and Rubens were all citizens of which country?,Belguim,allam,llama,False,allam,llama,Belgium,Belgium.,1,1,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.13
qwen,Breugel; Van Dyck and Rubens were all citizens of which country?,Belguim,allam,llama,False,allam,llama,Belgium,Belgium.,1,1,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.23
allam,Breugel; Van Dyck and Rubens were all citizens of which country?,Belguim,allam,llama,False,allam,llama,Belgium,Belgium.,1,1,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.27
llama,Breugel; Van Dyck and Rubens were all citizens of which country?,Belguim,allam,qwen,True,qwen,allam,Belgium,Belgium,1,1,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.13
qwen,Breugel; Van Dyck and Rubens were all citizens of which country?,Belguim,allam,qwen,True,qwen,allam,Belgium,Belgium,1,1,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.1
allam,Breugel; Van Dyck and Rubens were all citizens of which country?,Belguim,allam,qwen,True,qwen,allam,Belgium,Belgium,1,1,"Choice: 1
Confidence: 4",1,qwen,4,False,labeled,0.27
llama,Breugel; Van Dyck and Rubens were all citizens of which country?,Belguim,llama,qwen,True,qwen,llama,Belgium,Belgium.,1,1,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.14
qwen,Breugel; Van Dyck and Rubens were all citizens of which country?,Belguim,llama,qwen,True,qwen,llama,Belgium,Belgium.,1,1,"Choice: 1
Confidence: 5",1,qwen,5,False,labeled,0.09
allam,Breugel; Van Dyck and Rubens were all citizens of which country?,Belguim,llama,qwen,True,qwen,llama,Belgium,Belgium.,1,1,"Choice: 1
Confidence: 4",1,qwen,4,False,labeled,0.28
llama,Which 1968 album released by George Harrison is notable for being the first official solo album by one of The Beatles?,Wonderwall Music,allam,llama,False,allam,llama,"""All Things Must Pass""","The Beatles' Apple Records released ""Wonderwall Music"" in 1968, but the first solo album is ""All Things Must Pass"".",4,19,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.14
qwen,Which 1968 album released by George Harrison is notable for being the first official solo album by one of The Beatles?,Wonderwall Music,allam,llama,False,allam,llama,"""All Things Must Pass""","The Beatles' Apple Records released ""Wonderwall Music"" in 1968, but the first solo album is ""All Things Must Pass"".",4,19,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,1.84
allam,Which 1968 album released by George Harrison is notable for being the first official solo album by one of The Beatles?,Wonderwall Music,allam,llama,False,allam,llama,"""All Things Must Pass""","The Beatles' Apple Records released ""Wonderwall Music"" in 1968, but the first solo album is ""All Things Must Pass"".",4,19,"Choice: 1
Confidence: 4",1,allam,4,False,labeled,0.38
llama,Which 1968 album released by George Harrison is notable for being the first official solo album by one of The Beatles?,Wonderwall Music,allam,qwen,False,allam,qwen,"""All Things Must Pass""",Wonderwall Music,4,2,"Choice: 1
Confidence: 5",1,allam,5,False,labeled,0.15
qwen,Which 1968 album released by George Harrison is notable for being the first official solo album by one of The Beatles?,Wonderwall Music,allam,qwen,False,allam,qwen,"""All Things Must Pass""",Wonderwall Music,4,2,"Choice: 2
Confidence: 5",2,qwen,5,True,labeled,0.11
